0	0	0
0.1	0	0
0.2	0	0
0.3	0	0
0.4	0	0
0.5	0	0
0.6	0	0
0.7	0	0
0.8	0	0
0.9	0	0
1	0	0
0	0.1	0
0.1	0.1	2.21778e-06
0.2	0.1	1.44803e-05
0.3	0.1	5.07983e-05
0.4	0.1	0.000130126
0.5	0.1	0.000185199
0.6	0.1	0.000869028
0.7	0.1	0.000154006
0.8	0.1	0.00210716
0.9	0.1	0.00026111
1	0.1	0.00200963
0	0.2	0
0.1	0.2	4.66316e-06
0.2	0.2	2.87822e-05
0.3	0.2	0.000101236
0.4	0.2	0.000215509
0.5	0.2	0.000308017
0.6	0.2	0.00041694
0.7	0.2	0.000429087
0.8	0.2	0.000321204
0.9	0.2	0.00124254
1	0.2	0.00112839
0	0.3	2.22045e-16
0.1	0.3	8.30003e-06
0.2	0.3	4.77396e-05
0.3	0.3	0.000150187
0.4	0.3	2.02438e-05
0.5	0.3	0.00302464
0.6	0.3	0.000546622
0.7	0.3	2.13971e-05
0.8	0.3	0.00042914
0.9	0.3	0.000483795
1	0.3	0.0021168
0	0.4	0
0.1	0.4	1.40453e-05
0.2	0.4	7.97408e-05
0.3	0.4	0.000161859
0.4	0.4	0.00122524
0.5	0.4	0.000296969
0.6	0.4	0.000137131
0.7	0.4	9.8525e-05
0.8	0.4	0.00021084
0.9	0.4	0.000259768
1	0.4	0.00027088
0	0.5	0
0.1	0.5	2.0672e-05
0.2	0.5	0.000126214
0.3	0.5	2.23715e-05
0.4	0.5	2.74535e-06
0.5	0.5	0.000135045
0.6	0.5	2.65998e-05
0.7	0.5	1.7271e-06
0.8	0.5	2.93407e-05
0.9	0.5	0.000106282
1	0.5	0.000311027
0	0.6	1.44329e-15
0.1	0.6	2.38644e-05
0.2	0.6	0.000168303
0.3	0.6	0.000145795
0.4	0.6	0.000143804
0.5	0.6	0.000154792
0.6	0.6	0.000118663
0.7	0.6	0.000130442
0.8	0.6	0.000168769
0.9	0.6	0.000220746
1	0.6	0.000304084
0	0.7	0
0.1	0.7	1.92215e-05
0.2	0.7	0.000105775
0.3	0.7	6.05364e-06
0.4	0.7	0.000121328
0.5	0.7	0.000163944
0.6	0.7	0.000175942
0.7	0.7	0.000160449
0.8	0.7	0.000118675
0.9	0.7	7.13503e-05
1	0.7	7.31345e-05
0	0.8	0
0.1	0.8	8.36836e-06
0.2	0.8	8.31162e-05
0.3	0.8	3.8655e-05
0.4	0.8	2.59415e-06
0.5	0.8	1.80865e-05
0.6	0.8	2.46511e-05
0.7	0.8	8.65483e-06
0.8	0.8	1.98338e-05
0.9	0.8	4.38614e-05
1	0.8	3.60601e-05
0	0.9	0
0.1	0.9	5.33521e-06
0.2	0.9	6.45973e-05
0.3	0.9	7.44015e-05
0.4	0.9	8.50411e-05
0.5	0.9	0.000107605
0.6	0.9	0.00012458
0.7	0.9	0.00011549
0.8	0.9	6.94423e-05
0.9	0.9	1.23804e-05
1	0.9	2.43386e-05
0	1	0
0.1	1	0
0.2	1	0
0.3	1	0
0.4	1	0
0.5	1	0
0.6	1	0
0.7	1	0
0.8	1	0
0.9	1	0
1	1	0
