0	0	0
0.1	0	0
0.2	0	0
0.3	0	0
0.4	0	0
0.5	0	0
0.6	0	0
0.7	0	0
0.8	0	0
0.9	0	0
1	0	0
0	0.1	0.587785
0.1	0.1	-0.49056
0.2	0.1	0.273675
0.3	0.1	-0.0991112
0.4	0.1	0.100473
0.5	0.1	-0.28253
0.6	0.1	0.151749
0.7	0.1	1.73412
0.8	0.1	-1.72625
0.9	0.1	-0.526049
1	0.1	0.736115
0	0.2	-0.951057
0.1	0.2	0.835281
0.2	0.2	-0.570426
0.3	0.2	0.356381
0.4	0.2	-0.366516
0.5	0.2	0.303323
0.6	0.2	1.29338
0.7	0.2	-1.58555
0.8	0.2	1.24757
0.9	0.2	-0.911904
1	0.2	-0.695036
0	0.3	0.951057
0.1	0.3	-0.90998
0.2	0.3	0.824524
0.3	0.3	-0.797881
0.4	0.3	0.714348
0.5	0.3	0.745998
0.6	0.3	-1.42936
0.7	0.3	1.07188
0.8	0.3	-0.959791
0.9	0.3	1.09028
1	0.3	-0.850328
0	0.4	-0.587785
0.1	0.4	0.660794
0.2	0.4	-0.89551
0.3	0.4	1.21126
0.4	0.4	-0.460472
0.5	0.4	-0.877295
0.6	0.4	0.907037
0.7	0.4	-0.86304
0.8	0.4	0.920079
0.9	0.4	-1.02726
1	0.4	1.01687
0	0.5	0
0.1	0.5	-0.165394
0.2	0.5	0.717702
0.3	0.5	-1.15063
0.4	0.5	-0.0367154
0.5	0.5	0.352784
0.6	0.5	-0.421463
0.7	0.5	0.550875
0.8	0.5	-0.66746
0.9	0.5	0.682458
1	0.5	-0.54497
0	0.6	0.587785
0.1	0.6	-0.355233
0.2	0.6	-0.461756
0.3	0.6	0.339821
0.4	0.6	0.157343
0.5	0.6	-0.132542
0.6	0.6	0.0416811
0.7	0.6	-0.0108183
0.8	0.6	-0.00376977
0.9	0.6	0.0580225
1	0.6	-0.16009
0	0.7	-0.951057
0.1	0.7	0.634894
0.2	0.7	0.326518
0.3	0.7	-0.0324444
0.4	0.7	-0.204351
0.5	0.7	0.132427
0.6	0.7	0.0924195
0.7	0.7	-0.342479
0.8	0.7	0.518431
0.9	0.7	-0.564927
1	0.7	0.494344
0	0.8	0.951057
0.1	0.8	-0.548167
0.2	0.8	-0.32287
0.3	0.8	0.276722
0.4	0.8	-0.108988
0.5	0.8	0.0286647
0.6	0.8	-0.040126
0.7	0.8	0.102896
0.8	0.8	-0.154483
0.9	0.8	0.151748
1	0.8	-0.106094
0	0.9	-0.587785
0.1	0.9	0.2282
0.2	0.9	0.332274
0.3	0.9	-0.433745
0.4	0.9	0.35847
0.5	0.9	-0.20343
0.6	0.9	-0.00865397
0.7	0.9	0.227857
0.8	0.9	-0.375458
0.9	0.9	0.395579
1	0.9	-0.298388
0	1	0
0.1	1	0
0.2	1	0
0.3	1	0
0.4	1	0
0.5	1	0
0.6	1	0
0.7	1	0
0.8	1	0
0.9	1	0
1	1	0
